,ko,ec
7694,ko:K20830,ec:3.2.1.178
7695,ko:K20831,ec:3.2.1.179
7696,ko:K20832,ec:3.2.1.181
7697,ko:K20833,ec:3.2.1.167
7698,ko:K20834,ec:3.2.1.186
7699,ko:K20835,ec:3.2.1.188
7700,ko:K20836,ec:3.2.1.191
7701,ko:K20837,ec:3.3.2.14
7702,ko:K20838,ec:2.3.1.80
7703,ko:K20841,ec:3.1.21.8
7704,ko:K20842,ec:3.1.21.9
7705,ko:K20844,ec:3.2.1.55
7706,ko:K20845,ec:3.2.1.32
7707,ko:K20846,ec:3.2.1.83
7708,ko:K20847,ec:3.2.1.94
7709,ko:K20848,ec:3.2.1.153
7710,ko:K20849,ec:3.2.1.154
7711,ko:K20850,ec:3.2.1.157
7712,ko:K20851,ec:3.2.1.158
7713,ko:K20852,ec:3.2.1.161
7714,ko:K20853,ec:3.2.1.162
7715,ko:K20859,ec:3.1.4.57
7716,ko:K20860,ec:3.1.3.102
7717,ko:K20860,ec:3.1.3.104
7718,ko:K20861,ec:3.1.3.102
7719,ko:K20861,ec:3.1.3.104
7720,ko:K20862,ec:3.1.3.102
7721,ko:K20862,ec:3.1.3.104
7722,ko:K20866,ec:3.1.3.10
7723,ko:K20872,ec:2.7.11.1
7724,ko:K20873,ec:2.7.11.1
7725,ko:K20875,ec:2.7.11.34
7726,ko:K20876,ec:2.7.11.34
7727,ko:K20877,ec:2.7.11.1
7728,ko:K20878,ec:2.7.11.1
7729,ko:K20879,ec:2.7.11.1
7730,ko:K20880,ec:2.7.11.1
7731,ko:K20882,ec:2.8.3.24
7732,ko:K20883,ec:2.4.1.341
7733,ko:K20884,ec:2.7.1.26
7734,ko:K20884,ec:3.1.3.102
7735,ko:K20885,ec:2.4.1.339
7736,ko:K20885,ec:2.4.1.340
7737,ko:K20900,ec:1.1.1.403
7738,ko:K20901,ec:2.7.1.209
7739,ko:K20902,ec:2.7.1.210
7740,ko:K20903,ec:4.2.1.167
7741,ko:K20904,ec:4.2.1.167
7742,ko:K20906,ec:5.4.99.64
7743,ko:K20907,ec:5.4.99.64
7744,ko:K20927,ec:1.1.1.400
7745,ko:K20928,ec:1.2.1.98
7746,ko:K20929,ec:1.2.3.15
7747,ko:K20930,ec:4.2.1.166
7748,ko:K20931,ec:3.5.99.11
7749,ko:K20932,ec:1.7.2.7
7750,ko:K20933,ec:1.7.2.7
7751,ko:K20934,ec:1.7.2.7
7752,ko:K20935,ec:1.7.2.8
7753,ko:K20936,ec:1.1.2.9
7754,ko:K20937,ec:1.1.5.11
7755,ko:K20938,ec:1.14.14.28
7756,ko:K20939,ec:1.1.1.397
7757,ko:K20940,ec:1.14.13.218
7758,ko:K20941,ec:4.1.1.103
7759,ko:K20942,ec:1.14.14.27
7760,ko:K20943,ec:1.14.13.219
7761,ko:K20944,ec:1.14.13.220
7762,ko:K20945,ec:3.1.3.48
7763,ko:K20954,ec:2.7.7.65
7764,ko:K20955,ec:2.7.7.65
7765,ko:K20956,ec:2.7.7.65
7766,ko:K20957,ec:2.7.7.65
7767,ko:K20958,ec:2.7.7.65
7768,ko:K20959,ec:2.7.7.65
7769,ko:K20960,ec:2.7.7.65
7770,ko:K20961,ec:2.7.7.65
7771,ko:K20962,ec:3.1.4.52
7772,ko:K20963,ec:3.1.4.52
7773,ko:K20964,ec:3.1.4.52
7774,ko:K20965,ec:3.1.4.52
7775,ko:K20966,ec:3.1.4.52
7776,ko:K20967,ec:4.1.99.22
7777,ko:K20967,ec:4.6.1.17
7778,ko:K20973,ec:2.7.13.3
7779,ko:K20974,ec:2.7.13.3
7780,ko:K20975,ec:2.7.13.3
7781,ko:K20979,ec:3.1.7.11
7782,ko:K20980,ec:1.14.14.124
7783,ko:K20980,ec:1.14.14.125
7784,ko:K20981,ec:2.3.1.161
7785,ko:K20982,ec:2.3.1.161
7786,ko:K20983,ec:2.3.1.238
7787,ko:K20984,ec:2.3.1.244
7788,ko:K20985,ec:3.1.2.31
7789,ko:K20986,ec:3.6.1.68
7790,ko:K20990,ec:3.1.1.92
7791,ko:K20991,ec:3.1.1.90
7792,ko:K20992,ec:3.1.1.88
7793,ko:K20993,ec:3.1.1.88
7794,ko:K21014,ec:2.8.2.37
7795,ko:K21015,ec:2.8.2.36
7796,ko:K21016,ec:3.1.1.73
7797,ko:K21017,ec:3.1.1.84
7798,ko:K21018,ec:3.1.1.87
7799,ko:K21019,ec:2.7.7.65
7800,ko:K21020,ec:2.7.7.65
7801,ko:K21021,ec:2.7.7.65
7802,ko:K21022,ec:2.7.7.65
7803,ko:K21023,ec:2.7.7.65
7804,ko:K21024,ec:3.1.4.52
7805,ko:K21026,ec:3.1.1.80
7806,ko:K21027,ec:2.8.1.14
7807,ko:K21028,ec:2.8.1.11
7808,ko:K21029,ec:2.7.7.80
7809,ko:K21030,ec:2.7.7.40
7810,ko:K21031,ec:2.7.7.40
7811,ko:K21036,ec:1.14.11.52
7812,ko:K21037,ec:2.7.7.7
7813,ko:K21037,ec:2.7.7.49
7814,ko:K21037,ec:3.1.26.4
7815,ko:K21038,ec:2.7.7.49
7816,ko:K21052,ec:2.4.2.61
7817,ko:K21053,ec:3.5.4.2
7818,ko:K21054,ec:1.1.1.402
7819,ko:K21055,ec:3.1.3.103
7820,ko:K21056,ec:2.7.1.212
7821,ko:K21057,ec:2.7.1.213
7822,ko:K21058,ec:3.1.1.100
7823,ko:K21059,ec:6.2.1.51
7824,ko:K21062,ec:3.5.4.22
7825,ko:K21063,ec:3.1.3.104
7826,ko:K21064,ec:3.1.3.104
7827,ko:K21065,ec:3.2.1.197
7828,ko:K21069,ec:1.14.14.31
7829,ko:K21070,ec:1.14.19.65
7830,ko:K21071,ec:2.7.1.11
7831,ko:K21071,ec:2.7.1.90
7832,ko:K21075,ec:3.4.19.12
7833,ko:K21078,ec:3.4.21.97
7834,ko:K21081,ec:2.7.7.6
7835,ko:K21084,ec:2.7.7.65
7836,ko:K21085,ec:2.7.7.65
7837,ko:K21086,ec:3.1.4.52
7838,ko:K21088,ec:2.7.7.65
7839,ko:K21090,ec:3.1.4.52
7840,ko:K21101,ec:1.1.1.398
7841,ko:K21102,ec:1.3.1.112
7842,ko:K21103,ec:2.1.1.327
7843,ko:K21104,ec:3.1.1.101
7844,ko:K21105,ec:3.1.1.102
7845,ko:K21106,ec:4.4.1.34
7846,ko:K21107,ec:6.2.1.47
7847,ko:K21114,ec:1.14.15.8
7848,ko:K21120,ec:1.14.14.133
7849,ko:K21121,ec:2.3.1.259
7850,ko:K21122,ec:3.4.19.12
7851,ko:K21130,ec:1.1.1.356
7852,ko:K21131,ec:4.2.1.168
7853,ko:K21132,ec:3.2.1.198
7854,ko:K21132,ec:3.2.1.130
7855,ko:K21138,ec:3.1.7.2
7856,ko:K21140,ec:3.13.1.6
7857,ko:K21142,ec:2.8.1.12
7858,ko:K21146,ec:1.14.15.22
7859,ko:K21147,ec:2.7.7.80
7860,ko:K21147,ec:2.8.1.11
7861,ko:K21148,ec:2.5.1.113
7862,ko:K21149,ec:1.3.1.96
7863,ko:K21150,ec:1.3.1.97
7864,ko:K21151,ec:2.5.1.103
7865,ko:K21152,ec:2.5.1.109
7866,ko:K21153,ec:2.5.1.94
7867,ko:K21154,ec:2.5.1.98
7868,ko:K21157,ec:2.7.11.1
7869,ko:K21158,ec:2.7.11.1
7870,ko:K21175,ec:2.6.1.86
7871,ko:K21181,ec:5.4.3.6
7872,ko:K21184,ec:1.14.14.15
7873,ko:K21195,ec:1.14.11.46
7874,ko:K21196,ec:1.13.11.78
7875,ko:K21199,ec:1.14.15.27
7876,ko:K21201,ec:1.11.1.7
7877,ko:K21202,ec:1.14.20.8
7878,ko:K21203,ec:2.1.1.323
7879,ko:K21204,ec:2.1.1.330
7880,ko:K21205,ec:1.14.14.131
7881,ko:K21206,ec:1.14.14.132
7882,ko:K21207,ec:1.14.19.72
7883,ko:K21208,ec:1.14.19.50
7884,ko:K21219,ec:2.7.1.49
7885,ko:K21219,ec:2.7.4.7
7886,ko:K21219,ec:2.5.1.3
7887,ko:K21220,ec:2.5.1.3
7888,ko:K21231,ec:1.3.7.13
7889,ko:K21236,ec:1.14.11.4
7890,ko:K21237,ec:2.7.7.7
7891,ko:K21238,ec:2.7.7.7
7892,ko:K21239,ec:2.7.7.6
7893,ko:K21243,ec:2.7.7.50
7894,ko:K21253,ec:2.5.1.18
7895,ko:K21264,ec:2.5.1.18
7896,ko:K21265,ec:2.5.1.18
7897,ko:K21266,ec:3.5.2.6
7898,ko:K21267,ec:1.14.13.211
7899,ko:K21268,ec:2.5.1.82
7900,ko:K21270,ec:1.1.3.49
7901,ko:K21271,ec:1.1.1.394
7902,ko:K21272,ec:1.14.13.222
7903,ko:K21273,ec:2.5.1.88
7904,ko:K21274,ec:2.5.1.83
7905,ko:K21275,ec:2.5.1.83
7906,ko:K21276,ec:3.5.2.6
7907,ko:K21277,ec:3.5.2.6
7908,ko:K21278,ec:3.1.3.16
7909,ko:K21278,ec:3.1.3.48
7910,ko:K21279,ec:2.5.1.132
7911,ko:K21280,ec:1.14.13.223
7912,ko:K21281,ec:1.14.14.30
7913,ko:K21282,ec:2.1.1.328
7914,ko:K21284,ec:2.7.7.97
7915,ko:K21285,ec:2.7.8.44
7916,ko:K21286,ec:3.5.1.122
7917,ko:K21287,ec:3.5.1.123
7918,ko:K21289,ec:2.7.1.153
7919,ko:K21291,ec:1.14.14.69
7920,ko:K21292,ec:1.14.14.86
7921,ko:K21297,ec:1.5.1.36
7922,ko:K21298,ec:2.4.1.333
7923,ko:K21299,ec:2.4.2.55
7924,ko:K21300,ec:2.5.1.45
7925,ko:K21301,ec:1.3.98.4
7926,ko:K21302,ec:3.1.3.64
7927,ko:K21303,ec:2.7.8.40
7928,ko:K21304,ec:2.4.1.153
7929,ko:K21305,ec:2.4.1.335
7930,ko:K21306,ec:2.4.99.21
7931,ko:K21307,ec:1.8.5.6
7932,ko:K21310,ec:2.1.1.334
7933,ko:K21311,ec:2.1.1.336
7934,ko:K21312,ec:1.17.98.2
7935,ko:K21313,ec:2.7.7.6
7936,ko:K21314,ec:2.7.7.7
7937,ko:K21315,ec:2.7.7.19
7938,ko:K21316,ec:2.7.7.48
7939,ko:K21316,ec:2.7.7.88
7940,ko:K21316,ec:2.1.1.375
7941,ko:K21317,ec:1.14.13.230
7942,ko:K21318,ec:1.14.13.230
7943,ko:K21319,ec:1.14.13.230
7944,ko:K21323,ec:1.14.13.229
7945,ko:K21323,ec:1.14.19.48
7946,ko:K21328,ec:2.6.1.33
7947,ko:K21338,ec:2.5.1.121
7948,ko:K21339,ec:2.5.1.122
7949,ko:K21340,ec:2.5.1.123
7950,ko:K21341,ec:2.5.1.124
7951,ko:K21341,ec:2.5.1.125
7952,ko:K21342,ec:4.2.3.154
7953,ko:K21343,ec:3.4.19.12
7954,ko:K21344,ec:2.7.1.167
7955,ko:K21345,ec:2.7.7.70
7956,ko:K21346,ec:2.6.1.88
7957,ko:K21349,ec:2.4.1.268
7958,ko:K21350,ec:2.4.1.329
7959,ko:K21351,ec:2.4.1.99
7960,ko:K21352,ec:2.4.1.243
7961,ko:K21353,ec:2.4.1.248
7962,ko:K21354,ec:2.4.1.330
7963,ko:K21355,ec:2.4.1.332
7964,ko:K21357,ec:2.7.11.1
7965,ko:K21358,ec:2.7.11.1
7966,ko:K21359,ec:4.2.1.33
7967,ko:K21359,ec:4.2.1.170
7968,ko:K21360,ec:1.1.1.85
7969,ko:K21362,ec:2.4.1.184
7970,ko:K21363,ec:2.4.1.305
7971,ko:K21364,ec:2.4.1.304
7972,ko:K21365,ec:2.4.1.306
7973,ko:K21366,ec:2.4.1.122
7974,ko:K21367,ec:2.4.1.308
7975,ko:K21368,ec:2.4.1.309
7976,ko:K21369,ec:2.4.1.270
7977,ko:K21370,ec:2.4.1.253
7978,ko:K21371,ec:2.4.1.271
7979,ko:K21372,ec:2.4.1.286
7980,ko:K21373,ec:2.4.1.323
7981,ko:K21374,ec:2.4.1.324
7982,ko:K21375,ec:1.3.3.13
7983,ko:K21376,ec:1.14.13.189
7984,ko:K21377,ec:2.1.1.302
7985,ko:K21378,ec:2.3.1.194
7986,ko:K21379,ec:2.3.1.209
7987,ko:K21380,ec:2.3.1.224
7988,ko:K21381,ec:2.3.1.236
7989,ko:K21382,ec:2.3.2.20
7990,ko:K21383,ec:2.3.1.215
7991,ko:K21384,ec:2.3.1.177
7992,ko:K21384,ec:2.3.1.208
7993,ko:K21385,ec:2.3.1.216
7994,ko:K21386,ec:2.3.1.220
7995,ko:K21399,ec:2.3.1.263
7996,ko:K21400,ec:2.3.1.263
7997,ko:K21401,ec:1.3.99.38
7998,ko:K21418,ec:1.14.14.18
7999,ko:K21419,ec:2.3.2.8
8000,ko:K21420,ec:2.3.2.29
8001,ko:K21425,ec:2.3.1.140
8002,ko:K21426,ec:2.1.1.318
8003,ko:K21427,ec:2.1.1.316
8004,ko:K21428,ec:2.2.1.12
8005,ko:K21456,ec:6.3.2.3
8006,ko:K21457,ec:2.1.1.281
8007,ko:K21458,ec:2.1.1.300
8008,ko:K21459,ec:2.1.1.301
8009,ko:K21460,ec:2.1.1.304
8010,ko:K21464,ec:2.4.1.129
8011,ko:K21464,ec:3.4.16.4
8012,ko:K21469,ec:3.4.16.4
8013,ko:K21479,ec:2.1.1.272
8014,ko:K21480,ec:1.14.15.20
8015,ko:K21481,ec:1.14.99.57
8016,ko:K21482,ec:2.1.1.273
8017,ko:K21483,ec:2.1.1.274
8018,ko:K21484,ec:2.1.1.273
8019,ko:K21484,ec:2.1.1.274
8020,ko:K21485,ec:2.1.1.277
8021,ko:K21499,ec:5.6.2.3
8022,ko:K21500,ec:2.7.4.13
8023,ko:K21502,ec:5.6.2.3
8024,ko:K21503,ec:3.6.1.12
8025,ko:K21504,ec:2.3.2.27
8026,ko:K21505,ec:3.6.4.13
8027,ko:K21506,ec:2.7.11.1
8028,ko:K21509,ec:3.2.1.17
8029,ko:K21510,ec:3.1.3.89
8030,ko:K21512,ec:3.1.21.4
8031,ko:K21513,ec:2.1.1.270
8032,ko:K21514,ec:2.1.1.208
8033,ko:K21515,ec:2.1.1.209
8034,ko:K21516,ec:2.1.1.57
8035,ko:K21517,ec:3.6.1.15
8036,ko:K21518,ec:2.7.11.1
8037,ko:K21519,ec:5.6.2.4
8038,ko:K21521,ec:2.4.1.26
8039,ko:K21522,ec:3.2.2.17
8040,ko:K21525,ec:3.1.21.2
8041,ko:K21526,ec:3.1.11.3
8042,ko:K21534,ec:4.4.1.42
8043,ko:K21539,ec:2.1.1.237
8044,ko:K21540,ec:2.1.1.238
8045,ko:K21541,ec:2.1.1.262
8046,ko:K21542,ec:2.1.1.263
8047,ko:K21549,ec:2.1.1.129
8048,ko:K21550,ec:2.1.1.69
8049,ko:K21551,ec:2.1.1.106
8050,ko:K21552,ec:2.1.1.165
8051,ko:K21553,ec:2.1.1.154
8052,ko:K21567,ec:1.18.1.2
8053,ko:K21567,ec:1.19.1.1
8054,ko:K21568,ec:1.23.1.1
8055,ko:K21568,ec:1.23.1.2
8056,ko:K21568,ec:1.23.1.3
8057,ko:K21568,ec:1.23.1.4
8058,ko:K21569,ec:1.14.15.1
8059,ko:K21570,ec:1.18.1.5
8060,ko:K21574,ec:3.2.1.3
8061,ko:K21575,ec:3.2.1.135
8062,ko:K21576,ec:1.21.4.2
8063,ko:K21576,ec:1.21.4.3
8064,ko:K21576,ec:1.21.4.4
8065,ko:K21577,ec:1.21.4.2
8066,ko:K21577,ec:1.21.4.3
8067,ko:K21577,ec:1.21.4.4
8068,ko:K21578,ec:1.21.4.4
8069,ko:K21579,ec:1.21.4.4
8070,ko:K21580,ec:2.1.1.337
8071,ko:K21581,ec:2.1.1.338
8072,ko:K21582,ec:2.1.1.339
8073,ko:K21583,ec:1.21.4.3
8074,ko:K21584,ec:1.21.4.3
8075,ko:K21585,ec:2.6.1.111
8076,ko:K21587,ec:2.5.1.138
8077,ko:K21588,ec:2.5.1.139
8078,ko:K21589,ec:3.5.4.46
8079,ko:K21590,ec:2.5.1.136
8080,ko:K21591,ec:2.7.8.45
8081,ko:K21592,ec:2.7.8.46
8082,ko:K21593,ec:3.5.4.45
8083,ko:K21604,ec:3.5.1.127
8084,ko:K21605,ec:2.5.1.137
8085,ko:K21606,ec:3.2.1.202
8086,ko:K21607,ec:1.1.1.404
8087,ko:K21610,ec:6.3.3.7
8088,ko:K21611,ec:6.3.3.7
8089,ko:K21612,ec:6.4.1.9
8090,ko:K21614,ec:1.14.11.56
8091,ko:K21615,ec:1.14.11.57
8092,ko:K21616,ec:1.1.1.407
8093,ko:K21617,ec:5.1.1.22
8094,ko:K21618,ec:1.1.99.40
8095,ko:K21619,ec:5.1.2.7
8096,ko:K21620,ec:1.1.1.16
8097,ko:K21621,ec:2.7.1.101
8098,ko:K21622,ec:5.1.3.40
8099,ko:K21623,ec:4.4.1.35
8100,ko:K21624,ec:4.2.1.171
8101,ko:K21634,ec:3.4.19.12
8102,ko:K21636,ec:1.1.98.6
8103,ko:K21639,ec:1.4.3.25
8104,ko:K21647,ec:1.21.99.5
8105,ko:K21665,ec:2.3.2.36
8106,ko:K21666,ec:2.3.2.36
8107,ko:K21672,ec:1.4.1.12
8108,ko:K21672,ec:1.4.1.26
8109,ko:K21673,ec:1.17.5.2
8110,ko:K21674,ec:1.17.5.2
8111,ko:K21675,ec:1.17.5.2
8112,ko:K21676,ec:1.17.2.2
8113,ko:K21677,ec:1.17.8.1
8114,ko:K21678,ec:2.5.1.103
8115,ko:K21679,ec:4.2.3.156
8116,ko:K21680,ec:1.1.1.137
8117,ko:K21681,ec:1.1.1.405
8118,ko:K21681,ec:2.7.7.40
8119,ko:K21682,ec:1.2.1.51
8120,ko:K21683,ec:1.14.13.210
8121,ko:K21684,ec:1.14.13.209
8122,ko:K21692,ec:1.14.14.97
8123,ko:K21693,ec:1.14.14.98
8124,ko:K21702,ec:1.1.1.406
8125,ko:K21704,ec:1.14.18.4
8126,ko:K21705,ec:1.14.19.10
8127,ko:K21706,ec:1.14.19.12
8128,ko:K21707,ec:1.14.19.13
8129,ko:K21708,ec:1.14.19.14
8130,ko:K21709,ec:1.14.19.15
8131,ko:K21710,ec:1.14.19.16
8132,ko:K21713,ec:1.14.99.53
8133,ko:K21714,ec:1.14.14.141
8134,ko:K21715,ec:1.14.14.148
8135,ko:K21716,ec:1.14.14.114
8136,ko:K21717,ec:1.14.14.113
8137,ko:K21718,ec:1.14.14.122
8138,ko:K21719,ec:1.14.14.70
8139,ko:K21719,ec:1.14.14.68
8140,ko:K21720,ec:1.14.14.182
8141,ko:K21721,ec:1.5.1.51
8142,ko:K21722,ec:1.14.13.178
8143,ko:K21723,ec:1.14.13.179
8144,ko:K21724,ec:1.14.13.128
8145,ko:K21725,ec:1.14.13.166
8146,ko:K21725,ec:1.14.13.167
8147,ko:K21726,ec:1.14.13.29
8148,ko:K21726,ec:1.14.13.166
8149,ko:K21728,ec:1.14.11.43
8150,ko:K21729,ec:1.14.11.44
8151,ko:K21730,ec:1.14.13.160
8152,ko:K21731,ec:1.14.14.108
8153,ko:K21732,ec:1.14.19.4
8154,ko:K21733,ec:1.14.19.19
8155,ko:K21734,ec:1.14.19.29
8156,ko:K21735,ec:1.14.19.30
8157,ko:K21736,ec:1.14.19.33
8158,ko:K21736,ec:1.14.19.34
8159,ko:K21737,ec:1.14.19.38
8160,ko:K21737,ec:1.14.19.47
8161,ko:K21738,ec:1.18.1.1
8162,ko:K21749,ec:2.7.7.43
8163,ko:K21749,ec:2.7.7.92
8164,ko:K21750,ec:2.7.7.92
8165,ko:K21759,ec:4.1.1.61
8166,ko:K21760,ec:1.14.11.79
8167,ko:K21760,ec:1.14.11.66
8168,ko:K21780,ec:6.2.1.53
8169,ko:K21782,ec:1.3.8.14
8170,ko:K21794,ec:1.13.11.45
8171,ko:K21795,ec:1.13.12.9
8172,ko:K21796,ec:1.3.7.6
8173,ko:K21802,ec:1.2.1.67
8174,ko:K21814,ec:3.1.3.16
8175,ko:K21815,ec:1.13.12.19
8176,ko:K21815,ec:1.14.20.7
8177,ko:K21816,ec:1.8.98.3
8178,ko:K21817,ec:1.13.11.63
8179,ko:K21818,ec:1.3.99.36
8180,ko:K21819,ec:1.5.1.46
8181,ko:K21820,ec:1.11.2.1
8182,ko:K21821,ec:1.13.11.48
8183,ko:K21822,ec:1.13.11.82
8184,ko:K21823,ec:1.13.12.13
8185,ko:K21832,ec:1.14.13.251
8186,ko:K21833,ec:1.5.7.3
8187,ko:K21835,ec:1.1.98.5
8188,ko:K21836,ec:1.1.99.6
8189,ko:K21837,ec:1.1.1.326
8190,ko:K21838,ec:1.3.1.92
8191,ko:K21839,ec:1.3.1.103
8192,ko:K21840,ec:1.1.3.5
8193,ko:K21869,ec:3.6.4.13
8194,ko:K21883,ec:1.1.1.401
8195,ko:K21888,ec:1.8.5.1
8196,ko:K21888,ec:2.5.1.18
8197,ko:K21895,ec:2.1.1.94
8198,ko:K21896,ec:2.1.1.99
8199,ko:K21897,ec:3.4.24.52
8200,ko:K21898,ec:5.1.1.12
8201,ko:K21899,ec:4.2.1.110
8202,ko:K21909,ec:5.1.3.38
8203,ko:K21910,ec:5.3.1.33
8204,ko:K21911,ec:5.3.1.34
8205,ko:K21920,ec:2.3.2.27
8206,ko:K21923,ec:2.7.7.7
8207,ko:K21924,ec:2.7.7.48
8208,ko:K21925,ec:4.2.3.117
8209,ko:K21925,ec:4.2.3.105
8210,ko:K21925,ec:4.2.3.16
8211,ko:K21925,ec:4.2.3.15
8212,ko:K21926,ec:4.2.3.112
8213,ko:K21926,ec:4.2.3.16
8214,ko:K21927,ec:4.2.3.125
8215,ko:K21927,ec:4.2.3.23
8216,ko:K21927,ec:4.2.3.126
8217,ko:K21928,ec:5.4.99.55
8218,ko:K21928,ec:5.4.99.40
8219,ko:K21928,ec:5.4.99.39
8220,ko:K21929,ec:3.2.2.27
8221,ko:K21930,ec:4.2.3.113
8222,ko:K21931,ec:4.2.3.114
8223,ko:K21933,ec:4.2.3.94
8224,ko:K21934,ec:2.3.3.19
8225,ko:K21935,ec:2.3.1.264
8226,ko:K21936,ec:2.1.1.342
8227,ko:K21937,ec:2.1.1.340
8228,ko:K21938,ec:4.2.3.107
8229,ko:K21939,ec:4.2.3.110
8230,ko:K21939,ec:4.2.3.114
8231,ko:K21940,ec:5.4.99.46
8232,ko:K21941,ec:5.4.99.49
8233,ko:K21942,ec:5.4.99.50
8234,ko:K21943,ec:5.4.99.51
8235,ko:K21946,ec:3.1.3.16
8236,ko:K21946,ec:3.1.3.48
8237,ko:K21947,ec:2.8.1.15
8238,ko:K21948,ec:2.7.1.217
8239,ko:K21949,ec:2.5.1.140
8240,ko:K21958,ec:2.7.11.1
8241,ko:K21977,ec:6.3.2.5
8242,ko:K21978,ec:4.2.3.97
8243,ko:K21979,ec:4.2.3.98
8244,ko:K21980,ec:4.2.3.100
8245,ko:K21981,ec:4.2.3.121
8246,ko:K21982,ec:4.2.3.128
8247,ko:K21983,ec:4.2.3.136
8248,ko:K21984,ec:4.2.3.138
8249,ko:K21985,ec:4.2.3.139
8250,ko:K21986,ec:4.2.3.143
8251,ko:K22002,ec:5.3.3.7
8252,ko:K22003,ec:5.3.3.7
8253,ko:K22004,ec:4.1.1.113
8254,ko:K22008,ec:2.7.11.1
8255,ko:K22011,ec:4.99.1.3
8256,ko:K22011,ec:4.99.1.11
8257,ko:K22012,ec:6.3.5.12
8258,ko:K22013,ec:4.99.1.10
8259,ko:K22015,ec:1.17.98.4
8260,ko:K22024,ec:1.1.1.408
8261,ko:K22024,ec:1.1.1.409
8262,ko:K22025,ec:1.1.1.410
8263,ko:K22026,ec:2.7.1.73
8264,ko:K22026,ec:2.7.1.213
8265,ko:K22027,ec:1.14.13.235
8266,ko:K22032,ec:1.14.99.56
8267,ko:K22033,ec:1.14.99.56
8268,ko:K22034,ec:4.2.3.81
8269,ko:K22035,ec:4.2.3.82
8270,ko:K22035,ec:4.2.3.83
8271,ko:K22036,ec:4.2.3.87
8272,ko:K22036,ec:4.2.3.93
8273,ko:K22049,ec:4.2.3.25
8274,ko:K22050,ec:4.2.3.120
8275,ko:K22052,ec:4.2.3.31
8276,ko:K22053,ec:4.2.3.52
8277,ko:K22054,ec:4.2.3.65
8278,ko:K22055,ec:4.2.3.68
8279,ko:K22055,ec:4.2.3.84
8280,ko:K22055,ec:4.2.3.85
8281,ko:K22056,ec:4.2.3.74
8282,ko:K22057,ec:4.2.3.77
8283,ko:K22058,ec:4.2.3.91
8284,ko:K22058,ec:4.2.3.127
8285,ko:K22058,ec:4.2.3.128
8286,ko:K22058,ec:4.2.3.129
8287,ko:K22059,ec:4.2.3.92
8288,ko:K22060,ec:4.2.3.95
8289,ko:K22061,ec:4.2.3.123
8290,ko:K22062,ec:4.2.3.135
8291,ko:K22064,ec:4.2.3.47
8292,ko:K22065,ec:4.2.3.133
8293,ko:K22065,ec:4.2.3.13
8294,ko:K22078,ec:3.2.1.107
8295,ko:K22079,ec:3.4.21.84
8296,ko:K22080,ec:3.4.21.85
8297,ko:K22081,ec:2.1.1.21
8298,ko:K22082,ec:2.1.1.21
8299,ko:K22083,ec:2.1.1.21
8300,ko:K22084,ec:1.5.99.5
8301,ko:K22085,ec:1.5.99.5
8302,ko:K22086,ec:1.5.99.5
8303,ko:K22087,ec:1.5.99.5
8304,ko:K22089,ec:1.3.3.8
8305,ko:K22093,ec:1.14.19.54
8306,ko:K22093,ec:1.5.1.27
8307,ko:K22094,ec:1.14.14.163
8308,ko:K22095,ec:2.3.1.285
8309,ko:K22096,ec:1.14.14.167
8310,ko:K22097,ec:3.1.1.105
8311,ko:K22098,ec:1.1.1.415
8312,ko:K22099,ec:6.3.2.12
8313,ko:K22099,ec:6.3.2.17
8314,ko:K22100,ec:4.2.1.160
8315,ko:K22101,ec:4.1.2.60
8316,ko:K22101,ec:4.2.3.12
8317,ko:K22102,ec:4.1.2.59
8318,ko:K22113,ec:6.3.2.46
8319,ko:K22114,ec:6.3.2.47
8320,ko:K22115,ec:6.3.2.48
8321,ko:K22129,ec:2.7.1.219
8322,ko:K22129,ec:2.7.1.220
8323,ko:K22130,ec:4.1.1.104
8324,ko:K22131,ec:5.3.1.35
8325,ko:K22133,ec:6.2.1.8
8326,ko:K22144,ec:3.2.1.35
8327,ko:K22155,ec:2.3.2.27
8328,ko:K22157,ec:2.3.2.31
8329,ko:K22158,ec:1.5.98.3
8330,ko:K22159,ec:1.5.98.3
8331,ko:K22160,ec:1.5.98.3
8332,ko:K22161,ec:1.5.98.3
8333,ko:K22162,ec:1.5.7.2
8334,ko:K22162,ec:1.5.98.3
8335,ko:K22163,ec:1.5.98.3
8336,ko:K22164,ec:1.5.98.3
8337,ko:K22165,ec:1.5.98.3
8338,ko:K22166,ec:1.5.98.3
8339,ko:K22167,ec:1.5.98.3
8340,ko:K22168,ec:1.5.98.3
8341,ko:K22169,ec:1.5.98.3
8342,ko:K22170,ec:1.5.98.3
8343,ko:K22171,ec:1.1.98.4
8344,ko:K22172,ec:1.1.98.4
8345,ko:K22173,ec:1.1.98.4
8346,ko:K22174,ec:1.1.98.4
8347,ko:K22175,ec:1.1.98.4
8348,ko:K22176,ec:1.1.98.4
8349,ko:K22177,ec:1.1.98.4
8350,ko:K22178,ec:1.1.98.4
8351,ko:K22179,ec:1.1.98.4
8352,ko:K22180,ec:1.1.98.4
8353,ko:K22181,ec:1.1.98.4
8354,ko:K22182,ec:1.8.1.9
8355,ko:K22185,ec:1.1.1.175
8356,ko:K22186,ec:4.2.1.82
8357,ko:K22199,ec:5.4.2.7
8358,ko:K22200,ec:3.1.3.63
8359,ko:K22203,ec:5.3.3.12
